pl.p,IBRA,IBRAsub,planting,age,establishment,aridity.index,carbon,clay,elevation.relief,elevation,nitrogen,phosphorus,ph,prec.annual,prec.season,prescott,sand,silt,slope,soil.depth,solar.annual,tmax.annual,tmin.annual,TWI,tot.ag.mass,biomass.area,plant.count,density,rare.rich,rare.rich.se,alpha,SLA.cwm,WD.cwm,SM.cwm,MH.cwm,MH.FRr,SLA.FRr,SM.FRr,WD.FRr,SLA.FEs,WD.FEs,SM.FEs,MH.FEs,MH.FDs,SLA.FDs,SM.FDs,WD.FDs,FRv,FEm,FDm,log.age,log.aridity.index,log.prec.annual,log.prescott,log.density,best.cluster,mass.per.year
133,VIM,VIM01,54,15,TS,0.5526971221,6.1024169922,20.0565198263,29.1089019775,277,0.1781351492,0.0278874946,4.7740646998,666,23,0.7279863954,59.3566551208,15.2845795949,2.2875158787,0.8830046058,16.9765099722,19.8166666667,7.925,6.7147884369,4423.085335,49145.3926111111,58,644.4444444444,4.8057957498,0.806307306,6,3.2413016362,1.4854698872,0.5874873187,-0.1317540544,0.5682126352,0.3082504478,2.5816789905,0.3157881283,0.3799061518,0.6212016904,0.2887504412,0.3464096201,0.4081151496,0.8027079685,0.2935128365,0.3092231803,0.1707038121,0.3866128801,0.660515016,2.7080502011,-0.5929451271,6.5012896705,-0.3174729187,6.4683886192,2,1.1867328997
134,VIM,VIM02,55,9,TS,0.6085470319,6.6587915421,17.4907356898,59.3708648682,273,0.1753157452,0.0298382783,4.7091252009,712,22,0.749376893,56.6277008057,18.6073144277,5.6721515656,0.9931069613,16.3089502543,19.3416666667,7.8583333333,6.8322463036,649.013132,7211.2570222222,30,333.3333333333,7,0,7,2.8471936309,1.860733099,1.7118721735,-0.2588320338,2.1848020573,1.2549768004,2.7485443667,0.46087296,0.3849951535,0.5589073928,0.6234339627,0.5640840345,0.2736344003,0.1490966297,0.5848809542,0.871414556,2.234603019,0.780620941,0.8766538775,2.1972245773,-0.496681078,6.5680779114,-0.288513227,5.8091429903,2,-0.221581297
135,SEQ,SEQ05,56,8,TS,0.6331994534,3.0913734436,21.8981660207,86.9296722412,124,0.130447564,0.0346400999,5.260447979,946,42,0.926777482,60.3925641378,15.6293423971,9.3860845566,1.0135780573,17.7817773269,25.7583333333,13.15,7.262149334,3244.497281,27037.4773416667,30,250,6,0,6,3.7981578673,1.7287855744,1.4080230965,-0.0674628128,0.6131044729,1.4297766699,1.5860884324,0.1920697783,0.1399822841,0.8169928438,0.3011616016,0.4919241424,1,0.1627308544,0.7140003438,0.3426045889,1.3489310513,0.7265717791,0.917779779,2.0794415417,-0.4569698143,6.8522425691,-0.0760417832,5.5214609179,5,1.2177824116
136,SEQ,SEQ05,57,13,TS,0.5904948115,2.3086590767,24.4671662649,11.3304672241,65,0.1237732495,0.0464841326,5.7970415751,907,41,0.7331328988,51.9473635356,17.0632940928,1.6767023802,1.2712475061,18.7749009494,26.2916666667,13.2333333333,11.6704235077,3440.960425,21506.00265625,35,218.75,3.9999045073,0.0097715722,4,3.3563952224,2.2744470655,1.5272713535,-0.0843898361,0.4855078158,1.2399500133,1.5619815107,0.1920697783,0.5690817359,0.7356448354,0.4711653052,0,0.5,0.9827242542,0.3918752777,0.5933594454,2.5014610334,0.7754601384,0.9178393182,2.5649493575,-0.5267944299,6.8101424501,-0.3104282855,5.3879295252,5,0.503382732
137,SEQ,SEQ05,57,13,TS,0.5904948115,2.3086590767,24.4671662649,11.3304672241,65,0.1237732495,0.0464841326,5.7970415751,907,41,0.7331328988,51.9473635356,17.0632940928,1.6767023802,1.2712475061,18.7749009494,26.2916666667,13.2333333333,11.6704235077,5905.448496,36909.0531,33,206.25,4.9939516129,0.0775358247,5,3.4268702478,1.776420942,0.6891371206,-0.0216972987,0.4855078158,1.3195196933,2.4640062979,0.2832486781,0.3682215024,0.5828694606,0.5079883424,0.0465513793,0.0535016854,0.0603020026,0.978159548,1,0.0067530803,0.8412828661,0.8793325181,2.5649493575,-0.5267944299,6.8101424501,-0.3104282855,5.3290890252,5,1.043507505
138,SEQ,SEQ03,58,10,TS,0.6240000129,2.5916099548,22.3256664276,15.3929748535,99,0.1176625093,0.030522313,5.2338355382,936,43,0.8546804786,54.5801099141,14.089905103,6.5762734413,0.9610002041,18.8445081411,25.95,13.325,6.5822086334,3225.518049,53758.63415,43,716.6666666667,3.9768163406,0.1504865592,4,3.7175930043,1.9132283577,1.6799133952,-0.0593114914,0.8754687374,1.4297766699,1.1236379059,0.17436115,0.236627081,0.8462350705,0.0655041619,0.5,0.7003156672,1,0.045401127,0.3195747297,2.179229699,0.8145319902,0.9351225024,2.302585093,-0.47160489,6.8416154765,-0.1570275892,6.5746108325,5,1.6819191965
139,SEQ,SEQ03,58,10,TS,0.6240000129,2.5916099548,22.3256664276,15.3929748535,99,0.1176625093,0.030522313,5.2338355382,936,43,0.8546804786,54.5801099141,14.089905103,6.5762734413,0.9610002041,18.8445081411,25.95,13.325,6.5822086334,3607.09653,60118.2755,38,633.3333333333,4.7885253675,0.4086272699,5,3.6788198282,1.8898675198,1.691156591,-0.0783262516,0.8754687374,1.4297766699,2.4881132196,0.2832486781,0.3654589122,0.3899961896,0.2980798482,0.3746008804,0.7003156672,0.1327666485,0.0313176797,0.3878969246,0.3549128585,0.6680774603,0.8606887368,2.302585093,-0.47160489,6.8416154765,-0.1570275892,6.4509968765,5,1.7937287872
140,SEQ,SEQ03,58,10,TS,0.6240000129,2.5916099548,22.3256664276,15.3929748535,99,0.1176625093,0.030522313,5.2338355382,936,43,0.8546804786,54.5801099141,14.089905103,6.5762734413,0.9610002041,18.8445081411,25.95,13.325,6.5822086334,4175.529331,69592.1555166667,42,700,4.7096871632,0.4560177226,5,3.7552849447,1.755317843,1.7326520539,-0.0914360439,0.8754687374,1.4297766699,1.5795811829,0.17436115,0.3587353527,0.7449916035,0.3664071239,0.5783692788,0.7003156672,0.1327666485,0.0493307554,0.3939782357,1.0825022778,0.5635054796,0.8638860247,2.302585093,-0.47160489,6.8416154765,-0.1570275892,6.551080335,5,1.9400667599
141,SEQ,SEQ03,59,10,TS,0.6240000129,2.5916099548,22.3256664276,15.3929748535,99,0.1176625093,0.030522313,5.2338355382,936,43,0.8546804786,54.5801099141,14.089905103,6.5762734413,0.9610002041,18.8445081411,25.95,13.325,6.5822086334,4385.554526,73092.5754333333,30,500,6,0,6,3.4306379673,2.1913821888,1.6252262302,-0.2313395517,0.8754687374,1.735807881,2.2096489867,0.643938297,0.4768565175,0.4914766869,0.6627961481,0.3367698613,0.1858432339,0.7370691476,0.1892398362,0.1834390144,0.6407823356,0.8828886802,0.6576408804,2.302585093,-0.47160489,6.8416154765,-0.1570275892,6.2146080984,5,1.9891417013
142,SEQ,SEQ03,59,10,TS,0.6240000129,2.5916099548,22.3256664276,15.3929748535,99,0.1176625093,0.030522313,5.2338355382,936,43,0.8546804786,54.5801099141,14.089905103,6.5762734413,0.9610002041,18.8445081411,25.95,13.325,6.5822086334,3425.634101,57093.9016833333,31,516.6666666667,4,0,4,3.6947624943,2.1276817193,2.6246594033,-0.1487720092,0.6131044729,1.735807881,2.3576831331,0.1440424806,0.6894726831,0.546702559,0.432652764,0.6393516587,0.3386688141,0.5218413595,0.8226421496,0.0483385325,2.0693025799,0.826600463,0.7716968044,2.302585093,-0.47160489,6.8416154765,-0.1570275892,6.2473979212,5,1.7421122173
143,SEQ,SEQ05,60,9,TS,0.6479625702,2.8453154564,30.1496651967,24.6541290283,150,0.1504121472,0.04562216,5.3272911708,970,41,0.8311594129,51.4738260905,13.4882942835,1.3801444769,0.9970379472,18.8563208662,25.725,13.0833333333,7.5004272461,1788.435419,19871.5046555556,39,433.3333333333,1.7692307692,0.4213250442,2,3.4812400893,1.7166167614,1.824584174,-0.1577510133,0,1.2399500133,0.0538150112,0.127921249,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,2.1972245773,-0.4339223463,6.8772960715,-0.18493367,6.0715072548,5,0.7920622014
144,SEQ,SEQ06,61,8,TS,0.4767141044,2.4537506104,23.6837533315,31.6496582031,455,0.1296326493,0.0661347645,5.4478699366,737,41,0.6278308034,48.3958142598,15.8645677567,3.4835271835,1.030856967,18.7145017914,25.3666666667,11.5583333333,7.6393008232,1473.203003,12276.6916916667,44,366.6666666667,3.9647166503,0.1849973249,4,3.0853617852,1.8072190385,2.208881541,-0.1842499596,1.5353299403,0.4792270096,1.9500714462,0.1068483998,0.2529470782,0.9021618086,0.5279675313,0.8689904777,0.7676884072,0.4223286884,0.5161224488,0,0.9741916003,0.0970760571,0.7256733651,2.0794415417,-0.7408383296,6.6025878922,-0.4654845702,5.9044531701,5,0.4282609385
145,SEQ,SEQ06,61,8,TS,0.4767141044,2.4537506104,23.6837533315,31.6496582031,455,0.1296326493,0.0661347645,5.4478699366,737,41,0.6278308034,48.3958142598,15.8645677567,3.4835271835,1.030856967,18.7145017914,25.3666666667,11.5583333333,7.6393008232,1632.516393,13604.303275,44,366.6666666667,4.6469574194,0.497008994,5,3.1108961833,1.8218101832,2.1683597254,-0.1737056016,1.4017985477,0.7973326352,3.4582379456,0.4883885385,0.6912736081,0.4457103663,0.5380128954,0.2055519858,0.8408162487,0.2538354828,0.341873602,0.044754487,1.1651268306,0.5172434501,0.6087284251,2.0794415417,-0.7408383296,6.6025878922,-0.4654845702,5.9044531701,5,0.5309446183
146,SEQ,SEQ06,61,8,TS,0.4767141044,2.4537506104,23.6837533315,31.6496582031,455,0.1296326493,0.0661347645,5.4478699366,737,41,0.6278308034,48.3958142598,15.8645677567,3.4835271835,1.030856967,18.7145017914,25.3666666667,11.5583333333,7.6393008232,2171.35318,18094.6098333333,69,575,3.4310430556,0.4989834016,4,2.4948624313,1.7883491883,0.6126209718,-0.2562335312,2.3826278007,0.4768893628,5.5531180447,0.2628526483,0.6978580558,0.6687534485,0.6479874291,0.608027069,1,0.3322852937,0.7870961407,1,0.8255951171,0.6565433309,0.6043543175,2.0794415417,-0.7408383296,6.6025878922,-0.4654845702,6.3543700408,5,0.816172553
147,SEQ,SEQ06,61,8,TS,0.4767141044,2.4537506104,23.6837533315,31.6496582031,455,0.1296326493,0.0661347645,5.4478699366,737,41,0.6278308034,48.3958142598,15.8645677567,3.4835271835,1.030856967,18.7145017914,25.3666666667,11.5583333333,7.6393008232,2413.103306,20109.1942166667,60,500,4.6331462865,0.5344498209,5,2.907405924,1.8719407328,2.2985996194,-0.1994282115,1.8718021769,0.5790210934,1.9500714462,0.1266510271,0.4759073186,0.9200360527,0.6504577125,0.8668277227,0.6296899378,0.8236131089,0.5189672362,0.6903245552,0.3611896287,0.6916181215,0.5890708821,2.0794415417,-0.7408383296,6.6025878922,-0.4654845702,6.2146080984,5,0.9217355925
148,SEQ,SEQ06,62,7,TS,0.4600515366,2.4784257412,26.8804092407,22.3762512207,450,0.1038988084,0.0556762579,5.4283016523,714,42,0.6105535626,54.8867047628,15.7157344818,1.9509768486,1.0269584656,19.3034439861,25.5166666667,11.6833333333,7.7495126724,3028.443655,33649.3739444444,50,555.5555555556,1.9789622232,0.1435102392,2,3.3584136941,1.7231613321,1.9037223539,-0.1695789173,1.5353299403,0.4792270096,1.0064756502,0.1068483998,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,1.9459101491,-0.7764167598,6.5708829623,-0.4933892536,6.3199686141,5,1.5700843019
149,SEQ,SEQ06,62,7,TS,0.4600515366,2.4784257412,26.8804092407,22.3762512207,450,0.1038988084,0.0556762579,5.4283016523,714,42,0.6105535626,54.8867047628,15.7157344818,1.9509768486,1.0269584656,19.3034439861,25.5166666667,11.6833333333,7.7495126724,2937.782541,32642.0282333333,51,566.6666666667,2.5243697479,0.5452570724,3,3.3891202929,1.7135767919,1.8835928409,-0.1674419493,1.5353299403,0.4792270096,1.0064756502,0.1068483998,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,1.9459101491,-0.7764167598,6.5708829623,-0.4933892536,6.3397712414,5,1.5396905186
150,BBS,BBS08,63,8,TS,0.5016244054,2.3130817413,29.5102856954,9.0516052246,426,0.1170441185,0.0445727694,5.3410615921,772,40,0.6419000626,51.5254465739,13.87936306,0.7386994958,1.1420522928,19.3207257718,25.2583333333,11.375,9.3844928741,4076.135231,25475.84519375,46,287.5,1.9997862668,0.0146180538,2,3.2476029245,1.7577490206,1.97636364,-0.1772905845,1.5353299403,0.4792270096,1.0064756502,0.1068483998,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,2.0794415417,-0.6899036358,6.64898455,-0.4433226532,5.6612228602,5,1.1582892143
151,BBS,BBS08,63,8,TS,0.5016244054,2.3130817413,29.5102856954,9.0516052246,426,0.1170441185,0.0445727694,5.3410615921,772,40,0.6419000626,51.5254465739,13.87936306,0.7386994958,1.1420522928,19.3207257718,25.2583333333,11.375,9.3844928741,2370.992926,13548.5310057143,36,205.7142857143,1.8333333333,0.3726779962,2,3.4385920354,1.6981350327,1.8511619589,-0.1639990565,1.5353299403,0.4792270096,1.0064756502,0.1068483998,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,2.0794415417,-0.6899036358,6.64898455,-0.4433226532,5.3264882435,5,0.5268365869
152,BBS,BBS08,63,8,TS,0.5016244054,2.3130817413,29.5102856954,9.0516052246,426,0.1170441185,0.0445727694,5.3410615921,772,40,0.6419000626,51.5254465739,13.87936306,0.7386994958,1.1420522928,19.3207257718,25.2583333333,11.375,9.3844928741,2796.092161,17475.57600625,35,218.75,2.9984690357,0.0390975759,3,3.3793031466,1.7320200753,1.553494499,-0.1498268211,1.7429693051,0.4792270096,3.4983296611,0.2493870092,0.0479116099,0.8886321911,0.6022132633,0.225043725,0,0,0,0,2.2044625494,0.5576771532,0.9411781165,2.0794415417,-0.6899036358,6.64898455,-0.4433226532,5.3879295252,5,0.7813627076
153,SEQ,SEQ06,64,5,TS,0.5693234801,2.8467950821,29.9546235402,76.0954589844,536,0.1978374273,0.0753664896,5.645919164,850,41,0.7241231799,44.3506991069,17.8980528514,8.2485733032,0.9778431058,18.1115432002,24.4416666667,10.9166666667,7.7205867767,2231.841527,24798.2391888889,48,533.3333333333,1.625,0.4841229183,2,3.4492540489,1.6948070673,1.8441725446,-0.1632570537,1.5353299403,0.4792270096,1.0064756502,0.1068483998,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,1.6094379124,-0.5633065,6.7452363495,-0.3227937631,6.2791466196,5,1.6013347378
154,SEQ,SEQ06,64,5,TS,0.5693234801,2.8467950821,29.9546235402,76.0954589844,536,0.1978374273,0.0753664896,5.645919164,850,41,0.7241231799,44.3506991069,17.8980528514,8.2485733032,0.9778431058,18.1115432002,24.4416666667,10.9166666667,7.7205867767,2012.509306,22361.2145111111,40,444.4444444444,2.5,0.6044705248,3,3.4314761137,1.7174225335,1.8463214997,-0.1702147076,1.9407950484,1.2713751272,0.9015707111,0.3581628281,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,1.6094379124,-0.5633065,6.7452363495,-0.3227937631,6.0968250628,5,1.4978900506
155,SEQ,SEQ06,65,5,TS,0.4649066329,1.9880611897,30.5792121887,16.5124511719,435,0.1046261688,0.0576126153,5.6164031029,722,41,0.6237807274,51.7785568237,15.8082027435,1.5611217022,1.1306587458,19.0394609968,25.5333333333,11.7333333333,8.3409566879,1779.836705,19775.9633888889,48,533.3333333333,2,0,2,3.4812400893,1.6848231713,1.8232043019,-0.1610310453,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1.6094379124,-0.765918683,6.5820251389,-0.4719563708,6.2791466196,5,1.3750293175
156,SEQ,SEQ06,65,5,TS,0.4649066329,1.9880611897,30.5792121887,16.5124511719,435,0.1046261688,0.0576126153,5.6164031029,722,41,0.6237807274,51.7785568237,15.8082027435,1.5611217022,1.1306587458,19.0394609968,25.5333333333,11.7333333333,8.3409566879,2200.106245,24445.6249444444,53,588.8888888889,2,0.000000892,2,2.9724792261,1.6779195058,2.3162559789,-0.1697217639,1.284015512,0.0174235367,1.244368518,0.0219337183,NA,NA,NA,NA,1,1,1,1,2.8284271247,0,0,1.6094379124,-0.765918683,6.5820251389,-0.4719563708,6.3782375222,5,1.5870133486
157,SEQ,SEQ06,66,5,TS,0.530253768,2.423330307,26.4537970225,19.4314575195,380,0.1239442602,0.0434344473,5.362792333,815,41,0.6770044565,54.7127723694,14.9306780497,1.7905619144,1.1260706186,18.9805375412,25.35,11.575,9.3952827454,521.375278,52137.5278,70,7000,1.4285714286,0.4948716593,2,3.4828000792,1.6854352016,1.7962951782,-0.1586366049,0.109199292,0.0428421225,1.8836386641,0.1676108296,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,1.6094379124,-0.6343995795,6.7031881132,-0.3900774233,8.853665428,5,2.3444470803
158,SEQ,SEQ06,66,5,TS,0.530253768,2.423330307,26.4537970225,19.4314575195,380,0.1239442602,0.0434344473,5.362792333,815,41,0.6770044565,54.7127723694,14.9306780497,1.7905619144,1.1260706186,18.9805375412,25.35,11.575,9.3952827454,359.135047,35913.5047,43,4300,1.6976744186,0.4592655269,2,1.9459101491,2.1640501809,2.8296799521,-0.2678794452,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1.6094379124,-0.6343995795,6.7031881132,-0.3900774233,8.3663703017,5,1.9716754878
159,SEQ,SEQ06,66,5,TS,0.530253768,2.423330307,26.4537970225,19.4314575195,380,0.1239442602,0.0434344473,5.362792333,815,41,0.6770044565,54.7127723694,14.9306780497,1.7905619144,1.1260706186,18.9805375412,25.35,11.575,9.3952827454,233.818486,23381.8486,37,3700,2.8102808691,0.3922016513,3,3.2598741097,1.7445220306,1.9374693815,-0.1687405545,2.0492214837,0.4792270096,1.0064756502,0.2489901606,0.3821382858,0.8159102534,0.0732593618,0.5865243845,0,0,0,0,3.3134821682,0.2715591297,0.9924493299,1.6094379124,-0.6343995795,6.7031881132,-0.3900774233,8.2160880986,5,1.5425221081
160,SEQ,SEQ06,67,7,TS,0.5524568558,2.7043433189,29.0812994639,42.4647521973,495,0.1706752156,0.0505396686,5.3920278549,832,41,0.7106807232,47.5640970866,17.3146807353,5.4111394882,1.0219802856,19.0227919642,24.6916666667,11.1333333333,7.1299514771,3142.060959,34911.7884333333,39,433.3333333333,1.951417004,0.2149946242,2,3.4301460668,1.7584754428,1.7500878217,-0.1708792344,0.9963334395,1.4362192932,1.4257713655,0.1920396873,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,1.9459101491,-0.5933799377,6.7238324408,-0.3415320032,6.0715072548,5,1.6069144006
161,SEQ,SEQ06,67,7,TS,0.5524568558,2.7043433189,29.0812994639,42.4647521973,495,0.1706752156,0.0505396686,5.3920278549,832,41,0.7106807232,47.5640970866,17.3146807353,5.4111394882,1.0219802856,19.0227919642,24.6916666667,11.1333333333,7.1299514771,3393.199173,37702.2130333333,40,444.4444444444,1.987854251,0.1095364312,2,3.3275484781,1.7067194031,1.8383472026,-0.1503704133,2.0492214837,0.2919497571,0.2019053424,0.1421417608,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,1.9459101491,-0.5933799377,6.7238324408,-0.3415320032,6.0968250628,5,1.6838086448
162,SEQ,SEQ06,67,7,TS,0.5524568558,2.7043433189,29.0812994639,42.4647521973,495,0.1706752156,0.0505396686,5.3920278549,832,41,0.7106807232,47.5640970866,17.3146807353,5.4111394882,1.0219802856,19.0227919642,24.6916666667,11.1333333333,7.1299514771,3519.553457,39106.1495222222,38,422.2222222222,1.7894736842,0.4076824575,2,3.4273132082,1.6925060596,1.8285176004,-0.1572904727,2.0492214837,0.2919497571,0.2019053424,0.1421417608,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,1.9459101491,-0.5933799377,6.7238324408,-0.3415320032,6.0455317684,5,1.7203695824
163,SEQ,SEQ06,68,8,TS,0.6757336855,3.9409985542,22.7366822561,45.075378418,676,0.1551344295,0.0498740685,4.9792515437,944,39,0.8759992719,49.7875785828,18.232161204,6.5555562973,0.8567811251,19.1757389884,22.85,10.3166666667,7.9168276787,4984.534039,33119.8275016611,41,272.4252491694,1.984521576,0.1234457063,2,3.9371420442,1.543951661,1.9690691898,-0.1019323038,2.1484344132,0.6690536661,0.9285537173,0.1790482314,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,2.0794415417,-0.3919562369,6.8501261661,-0.1323900192,5.6073642615,5,1.4206905795
164,WET,WET04,69,20,TS,1.4203389883,5.5307006836,46.3349952698,34.2856445313,751,0.2811504503,0.1122443676,4.9531586965,2095,76,1.5152935982,27.705078125,16.9760182699,5.3281583786,1.2612198591,19.4687014301,25.8,15.525,7.888402462,8644.652272,120064.614888889,60,833.3333333333,8.4909409174,1.1179636142,11,3.6506384497,2.3597561863,3.0732446208,-0.2817910019,1.1103915373,1.7687525898,8.5949460493,0.7901219224,0.4806551541,0.5287532698,0.4479604592,0.2013762234,0,0.2260771911,0.355340683,0.6595964728,3.6103283743,0.5711638832,0.4956231033,2.9957322736,0.3508955673,7.6473088324,0.4156092144,6.7254337222,8,1.7922977817
165,WET,WET04,69,20,TS,1.4203389883,5.5307006836,46.3349952698,34.2856445313,751,0.2811504503,0.1122443676,4.9531586965,2095,76,1.5152935982,27.705078125,16.9760182699,5.3281583786,1.2612198591,19.4687014301,25.8,15.525,7.888402462,1755.104076,24376.4455,60,833.3333333333,8.5308977374,0.9002930881,10,2.7882379562,2.2901337183,3.911766627,-0.5734674921,1.9723434061,0.6944019186,8.5949460493,0.7901219224,0.7270390612,0.4503232417,0.4225773963,0.3276991813,0.9618608904,0.9217923577,0.2793002508,0.1449669203,2.270397817,0.8340975632,0.9246881668,2.9957322736,0.3508955673,7.6473088324,0.4156092144,6.7254337222,8,0.1978850441
166,MDD,MDD02,70,15,TS,0.2651403248,1.0459963083,18.4726556142,5.2659797668,63,0.0703681124,0.0204156581,7.1130588849,359,30,0.426510185,69.2814915975,5.9322222074,0.3192698061,0.9425328374,17.6671912055,22.3916666667,9.1166666667,10.159450531,6128.86531,29437.3934197887,60,288.1844380403,7.7365488901,1.0911515511,10,2.2849657141,1.1779431543,0.8108300812,-0.1825113413,1.5791528021,0.7851325878,5.3069873671,0.517070634,0.308117252,0.5262306084,0.3607934443,0.6351616262,0.5056557511,0.4384698768,0.4972932555,0.432814463,5.9079564334,0.6874856233,0.6926439674,2.7080502011,-1.3274960655,5.8833223885,-0.8521190319,5.663600685,6,0.6742155501
167,MDD,MDD05,71,7,NA,0.3109756112,1.5131247044,35.1527589162,6.1546020508,129,0.0877029051,0.0174319372,7.3095351855,408,23,0.4258337021,56.0431976318,7.8432871501,0.5199906826,1.0947451591,17.541952408,21.525,8.7166666667,11.6302223206,2524.74,126237,94,4700,1.9999136598,0.0092915427,2,2.5356450425,1.1299298723,-0.4751129651,0.0216592361,0.3001045925,0.1089848259,0.1567801644,0,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,1.9459101491,-1.1680407904,6.0112671744,-0.8537063796,8.4553177877,1,2.8922509435
